+----------------------------+----------------------+---------+----------+
| FULL_NAME                  | street               | dlugosc | poczatek |
+----------------------------+----------------------+---------+----------+
| Jan Kowalski               | ul. Dluga 12         |      12 | ul. D    |
| Jan Kowalski               | ul. Miodowa 8        |      13 | ul. M    |
| Tech Solutions Sp. z o.o.  | ul. Zielona 5        |      13 | ul. Z    |
| Anna Nowak                 | ul. Krotka 10        |      13 | ul. K    |
| Food Market SA             | ul. Wesola 22        |      13 | ul. W    |
| Piotr Wisniewski           | al. Jana Pawla II 20 |      20 | al. J    |
| AutoMax Sp. z o.o.         | ul. Mickiewicza 7    |      17 | ul. M    |
| Karolina Kaczmarek         | ul. Ogrodowa 15      |      15 | ul. O    |
| Meblex SA                  | ul. Spacerowa 3      |      15 | ul. S    |
| Michal Pawlak              | ul. Dworcowa 9       |      14 | ul. D    |
| Marek Wojcik               | ul. Polna 14         |      12 | ul. P    |
| Iwona Dudek                | ul. Cicha 3          |      11 | ul. C    |
| Fresh Food Sp. z o.o.      | ul. Wiosenna 22      |      15 | ul. W    |
| TechWorld SA               | ul. Sloneczna 7      |      15 | ul. S    |
| Rafal Zajac                | ul. Rozana 11        |      13 | ul. R    |
| HomeDecor Sp. z o.o.       | ul. Sadowa 8         |      12 | ul. S    |
| Magdalena Baran            | ul. Lesna 5          |      11 | ul. L    |
| AutoParts SA               | ul. Jesionowa 20     |      16 | ul. J    |
| Kamil Wilk                 | ul. Brzozowa 18      |      15 | ul. B    |
| Eco Solutions Sp. z o.o.   | ul. Piekna 6         |      12 | ul. P    |
| Paulina Malecka            | ul. Lipowa 9         |      12 | ul. L    |
| FurniCo SA                 | ul. Kwiatowa 4       |      14 | ul. K    |
| Jakub Sikora               | ul. Krotka 12        |      13 | ul. K    |
| SportPro Sp. z o.o.        | ul. Orla 14          |      11 | ul. O    |
| Anna Nowakowska            | ul. Wierzbowa 17     |      16 | ul. W    |
| GardenPlus SA              | ul. Debowa 23        |      13 | ul. D    |
| Marta Duda                 | ul. Sosnowa 29       |      14 | ul. S    |
| Office Supplies Sp. z o.o. | ul. Grabowa 10       |      14 | ul. G    |
| Tomasz Kaminski            | ul. Modrzewiowa 15   |      18 | ul. M    |
| CleanHome SA               | ul. Wolska 19        |      13 | ul. W    |
| Emilia Sadowska            | ul. Jagodowa 11      |      15 | ul. J    |
| Market Super S.A.          | ul. Malinowa 5       |      14 | ul. M    |
| Zenon Rutkowski            | ul. Winna 17         |      12 | ul. W    |
| DigitalHouse Sp. z o.o.    | ul. Brzoskwiniowa 2  |      19 | ul. B    |
| Julia Olszewska            | ul. Wisniowa 9       |      14 | ul. W    |
| TechPlanet S.A.            | ul. Poziomkowa 12    |      17 | ul. P    |
| Patryk Domanski            | ul. Sliwkowa 21      |      15 | ul. S    |
| BestJobs Sp. z o.o.        | ul. Orzechowa 7      |      15 | ul. O    |
| Monika Krysztofiak         | ul. Morelowa 33      |      15 | ul. M    |
| EcoDrive S.A.              | ul. Lososiowa 15     |      16 | ul. L    |
| Marek Chrzanowski          | ul. Jastrzebia 22    |      17 | ul. J    |
| FoodWay S.A.               | ul. Slowikowa 29     |      16 | ul. S    |
| Natalia Gorska             | ul. Zurawia 4        |      13 | ul. Z    |
| GardenPro Sp. z o.o.       | ul. Sepia 16         |      12 | ul. S    |
| Pawel Kaczmarek            | ul. Orla 8           |      10 | ul. O    |
| PaperGroup S.A.            | ul. Wilcza 41        |      13 | ul. W    |
| Joanna Czarnecka           | ul. Niedzwiedzia 18  |      19 | ul. N    |
| Fitmarket Sp. z o.o.       | ul. Lisiarnia 27     |      16 | ul. L    |
| Tomasz Wojcik              | ul. Zajaca 13        |      13 | ul. Z    |
| WebCom S.A.                | ul. Dzikiej Rozy 5   |      18 | ul. D    |
+----------------------------+----------------------+---------+----------+

+--------------+-------------------+
| SHORT_NAME   | ADDRESS_TYPE_NAME |
| Lampa biurkowa                      | Meble         | Lam   |
| Biurko elektryczne                  | Meble         | Biu   |
| Szafka biurowa                      | Meble         | Sza   |
| Mydlo Palmolive                     | Higiena       | Myd   |
| Szampon do wlosow                   | Higiena       | Sza   |
| Pasta do zebow                      | Higiena       | Pas   |
| Plyn do naczyn                      | Chemia        | Ply   |
| Proszek do prania                   | Chemia        | Pro   |
| srodek czyszczacy do lazienki       | Chemia        | sro   |
| Koszulka bawelniana                 | Odziez        | Kos   |
| Spodnie jeansowe                    | Odziez        | Spo   |
| Kurtka zimowa damska                | Odziez        | Kur   |
| Opona zimowa                        | Motoryzacja   | Opo   |
| Olejek silnikowy                    | Motoryzacja   | Ole   |
| Pilka nozna                         | Sport         | Pil   |
| Rekawice bokserskie                 | Sport         | Rek   |
| Buty do biegania                    | Sport         | But   |
| Konewka 10L                         | Ogrod         | Kon   |
| Doniczka ceramiczna                 | Ogrod         | Don   |
| Zraszacz do ogrodu                  | Ogrod         | Zra   |
+-------------------------------------+---------------+-------+

+-------------------------------+-----------------------------------------------------------+
| PRODUCT_NAME                  | DESCRIPTION                                               |
+-------------------------------+-----------------------------------------------------------+
| Laptop HP                     | Laptop 15 cali z dyskiem SSD 512GB                        |
| Monitor Samsung               | Monitor 24" LED                                           |
| Papier A4                     | Recznik papierowy do drukarki                             |
| Cukier 1kg                    | Cukier bialy                                              |
| Biurko drewniane              | Biurko klasyczne z szufladami                             |
| Mydlo Palmolive               | Plynne mydlo do rak                                       |
| Plyn do naczyn                | Fairy 1L                                                  |
| Koszulka bawelniana           | T-shirt rozmiar M                                         |
| Pilka nozna                   | Pilka skorzana rozmiar 5                                  |
| Konewka 10L                   | Do podlewania ogrodu                                      |
| Smartfon Samsung Galaxy       | Smartfon z ekranem 6.4 cala, 128GB pamieci                |
| Dlugopis Parker               | Wysokiej jakosci dlugopis z niebieskim atramentem         |
| Maka pszenna 1kg              | Maka do wypiekow, 1 kg opakowanie                         |
| Krzeslo biurowe               | Ergonomiczne krzeslo z regulacja wysokosci                |
| Szampon do wlosow             | Szampon przeciwlupiezowy 250 ml                           |
| Proszek do prania             | Proszek do prania 3 kg, skuteczny w niskich temperaturach |
| Spodnie jeansowe              | Klasyczne jeansy meskie, rozmiar M                        |
| Opona zimowa                  | Opona zimowa 205/55 R16                                   |
| Rekawice bokserskie           | Rekawice bokserskie rozmiar L, skorzane                   |
| Doniczka ceramiczna           | Doniczka na kwiaty o pojemnosci 2 litrow                  |
| Tablet Lenovo                 | Tablet Android 10 cali, 64GB pamieci                      |
| Zeszyt A4                     | Zeszyt w linie, 60 kartek                                 |
| Czekolada mleczna             | Czekolada mleczna 100g                                    |
| Lampa biurkowa                | Lampa LED z regulacja jasnosci                            |
| Pasta do zebow                | Pasta wybielajaca 75 ml                                   |
| srodek czyszczacy do lazienki | Preparat usuwajacy kamien i brud                          |
| Kurtka zimowa damska          | Kurtka ocieplana, rozmiar L                               |
| Olejek silnikowy              | Olejek syntetyczny 5W-30, 4L                              |
| Buty do biegania              | Buty sportowe damskie, rozmiar 38                         |
| Zraszacz do ogrodu            | Zraszacz regulowany do trawnika                           |
| Laptop Lenovo ThinkPad        | Biznesowy laptop 14 cali                                  |
| Smartwatch Apple Watch        | Smartwatch GPS 44mm                                       |
| Tablet Samsung Galaxy Tab     | Tablet 9.7 cala, 64GB                                     |
| Sluchawki JBL Tune            | Bezprzewodowe sluchawki bluetooth                         |
| Monitor LG 27"                | Monitor IPS 27 cali                                       |
| Router TP-Link Archer         | Router WiFi AC1200                                        |
| Klawiatura Logitech           | Klawiatura mechaniczna                                    |
| Myszka Logitech MX            | Bezprzewodowa myszka                                      |
| Dysk SSD Kingston 1TB         | Dysk SSD NVMe 1TB                                         |
| Powerbank Xiaomi 20000mAh     | Powerbank USB-C                                           |
| Toner HP 201A                 | Toner laserowy do drukarki                                |
| Bindownica Fellowes           | Bindownica dokumentow                                     |
| Polka na dokumenty            | Metalowa, czarna                                          |
| Notes A5 Oxford               | Notes w linie 120 kartek                                  |
| Skoroszyt plastikowy          | Kolor niebieski                                           |
| Segregator Bantex             | Segregator A4 75mm                                        |
| Markery Sharpie 4 szt         | Kolorowe markery permanentne                              |
| Nozyczki biurowe              | Nozyczki 15cm                                             |
| Tasma klejaca Scotch          | Tasma przezroczysta 25m                                   |
| Kalkulator Casio              | Kalkulator biurowy MS-20S                                 |
+-------------------------------+-----------------------------------------------------------+

+----------------------------+--------------+------------+-------------------+
| FULL_NAME                  | ORDER_NUMBER | ORDER_DATE | dni_od_zamowienia |
+----------------------------+--------------+------------+-------------------+
| Jan Kowalski               | ORD0001      | 2025-01-01 |               372 |
| Jan Kowalski               | ORD0011      | 2025-01-11 |               362 |
| Jan Kowalski               | ORD0031      | 2025-02-01 |               341 |
| Jan Kowalski               | ORD0061      | 2025-03-03 |               311 |
| Jan Kowalski               | ORD0071      | 2025-03-13 |               301 |
| Jan Kowalski               | ORD0081      | 2025-03-23 |               291 |
| Jan Kowalski               | ORD0091      | 2025-04-02 |               281 |
| Anna Nowak                 | ORD0002      | 2025-01-05 |               368 |
| Anna Nowak                 | ORD0012      | 2025-01-12 |               361 |
| Anna Nowak                 | ORD0022      | 2025-01-22 |               351 |
| Anna Nowak                 | ORD0032      | 2025-02-02 |               340 |
| Anna Nowak                 | ORD0042      | 2025-02-12 |               330 |
| Anna Nowak                 | ORD0052      | 2025-02-22 |               320 |
| Anna Nowak                 | ORD0062      | 2025-03-04 |               310 |
| Anna Nowak                 | ORD0082      | 2025-03-24 |               290 |
| Anna Nowak                 | ORD0092      | 2025-04-03 |               280 |
| Tech Solutions Sp. z o.o.  | ORD0003      | 2025-02-10 |               332 |
| Tech Solutions Sp. z o.o.  | ORD0013      | 2025-01-13 |               360 |
| Tech Solutions Sp. z o.o.  | ORD0023      | 2025-01-23 |               350 |
| Tech Solutions Sp. z o.o.  | ORD0033      | 2025-02-03 |               339 |
| Tech Solutions Sp. z o.o.  | ORD0043      | 2025-02-13 |               329 |
| Tech Solutions Sp. z o.o.  | ORD0053      | 2025-02-23 |               319 |
| Tech Solutions Sp. z o.o.  | ORD0063      | 2025-03-05 |               309 |
| Tech Solutions Sp. z o.o.  | ORD0073      | 2025-03-15 |               299 |
| Tech Solutions Sp. z o.o.  | ORD0083      | 2025-03-25 |               289 |
| Tech Solutions Sp. z o.o.  | ORD0093      | 2025-04-04 |               279 |
| Food Market SA             | ORD0004      | 2025-03-11 |               303 |
| Food Market SA             | ORD0014      | 2025-01-14 |               359 |
| Food Market SA             | ORD0024      | 2025-01-24 |               349 |
| Food Market SA             | ORD0034      | 2025-02-04 |               338 |
| Food Market SA             | ORD0044      | 2025-02-14 |               328 |
| Food Market SA             | ORD0054      | 2025-02-24 |               318 |
| Food Market SA             | ORD0064      | 2025-03-06 |               308 |
| Food Market SA             | ORD0074      | 2025-03-16 |               298 |
| Food Market SA             | ORD0084      | 2025-03-26 |               288 |
| Food Market SA             | ORD0094      | 2025-04-05 |               278 |
| AutoMax Sp. z o.o.         | ORD0006      | 2025-05-15 |               238 |
| AutoMax Sp. z o.o.         | ORD0016      | 2025-01-16 |               357 |
| AutoMax Sp. z o.o.         | ORD0026      | 2025-01-26 |               347 |
| AutoMax Sp. z o.o.         | ORD0036      | 2025-02-06 |               336 |
| AutoMax Sp. z o.o.         | ORD0056      | 2025-02-26 |               316 |
| AutoMax Sp. z o.o.         | ORD0066      | 2025-03-08 |               306 |
| AutoMax Sp. z o.o.         | ORD0076      | 2025-03-18 |               296 |
| AutoMax Sp. z o.o.         | ORD0086      | 2025-03-28 |               286 |
| AutoMax Sp. z o.o.         | ORD0096      | 2025-04-07 |               276 |
| Karolina Kaczmarek         | ORD0007      | 2025-06-02 |               220 |
| Karolina Kaczmarek         | ORD0017      | 2025-01-17 |               356 |
| Karolina Kaczmarek         | ORD0027      | 2025-01-27 |               346 |
| Karolina Kaczmarek         | ORD0037      | 2025-02-07 |               335 |
| Karolina Kaczmarek         | ORD0047      | 2025-02-17 |               325 |
| Karolina Kaczmarek         | ORD0057      | 2025-02-27 |               315 |
| Karolina Kaczmarek         | ORD0067      | 2025-03-09 |               305 |
| Karolina Kaczmarek         | ORD0077      | 2025-03-19 |               295 |
| Karolina Kaczmarek         | ORD0087      | 2025-03-29 |               285 |
| Karolina Kaczmarek         | ORD0097      | 2025-04-08 |               275 |
| Meblex SA                  | ORD0008      | 2025-07-09 |               183 |
| Meblex SA                  | ORD0018      | 2025-01-18 |               355 |
| Meblex SA                  | ORD0038      | 2025-02-08 |               334 |
| Meblex SA                  | ORD0048      | 2025-02-18 |               324 |
| Meblex SA                  | ORD0058      | 2025-02-28 |               314 |
| Meblex SA                  | ORD0068      | 2025-03-10 |               304 |
| Meblex SA                  | ORD0078      | 2025-03-20 |               294 |
| Meblex SA                  | ORD0088      | 2025-03-30 |               284 |
| Meblex SA                  | ORD0098      | 2025-04-09 |               274 |
| Michal Pawlak              | ORD0009      | 2025-08-03 |               158 |
| Michal Pawlak              | ORD0019      | 2025-01-19 |               354 |
| Michal Pawlak              | ORD0029      | 2025-01-29 |               344 |
| Michal Pawlak              | ORD0039      | 2025-02-09 |               333 |
| Michal Pawlak              | ORD0049      | 2025-02-19 |               323 |
| Michal Pawlak              | ORD0059      | 2025-03-01 |               313 |
| Michal Pawlak              | ORD0069      | 2025-03-11 |               303 |
| Michal Pawlak              | ORD0079      | 2025-03-21 |               293 |
| Michal Pawlak              | ORD0089      | 2025-03-31 |               283 |
| Michal Pawlak              | ORD0099      | 2025-04-10 |               273 |
| Marek Wojcik               | ORD0005      | 2025-04-18 |               265 |
| Iwona Dudek                | ORD0010      | 2025-09-10 |               120 |
| Fresh Food Sp. z o.o.      | ORD0015      | 2025-01-15 |               358 |
| Fresh Food Sp. z o.o.      | ORD0021      | 2025-01-21 |               352 |
| Fresh Food Sp. z o.o.      | ORD0028      | 2025-01-28 |               345 |
| TechWorld SA               | ORD0020      | 2025-01-20 |               353 |
| Rafal Zajac                | ORD0025      | 2025-01-25 |               348 |
| HomeDecor Sp. z o.o.       | ORD0030      | 2025-01-30 |               343 |
| Magdalena Baran            | ORD0035      | 2025-02-05 |               337 |
| AutoParts SA               | ORD0040      | 2025-02-10 |               332 |
| Kamil Wilk                 | ORD0045      | 2025-02-15 |               327 |
| Eco Solutions Sp. z o.o.   | ORD0050      | 2025-02-20 |               322 |
| Paulina Malecka            | ORD0046      | 2025-02-16 |               326 |
| Paulina Malecka            | ORD0055      | 2025-02-25 |               317 |
| FurniCo SA                 | ORD0060      | 2025-03-02 |               312 |
| Jakub Sikora               | ORD0065      | 2025-03-07 |               307 |
| SportPro Sp. z o.o.        | ORD0070      | 2025-03-12 |               302 |
| Anna Nowakowska            | ORD0075      | 2025-03-17 |               297 |
| GardenPlus SA              | ORD0080      | 2025-03-22 |               292 |
| Marta Duda                 | ORD0072      | 2025-03-14 |               300 |
| Marta Duda                 | ORD0085      | 2025-03-27 |               287 |
| Office Supplies Sp. z o.o. | ORD0051      | 2025-02-21 |               321 |
| Office Supplies Sp. z o.o. | ORD0090      | 2025-04-01 |               282 |
| Tomasz Kaminski            | ORD0095      | 2025-04-06 |               277 |
| CleanHome SA               | ORD0041      | 2025-02-11 |               331 |
| CleanHome SA               | ORD0100      | 2025-04-11 |               272 |
| Emilia Sadowska            | ORD0101      | 2025-04-12 |               271 |
| Emilia Sadowska            | ORD0102      | 2025-04-22 |               261 |
| Emilia Sadowska            | ORD0103      | 2025-05-02 |               251 |
| Emilia Sadowska            | ORD0161      | 2025-06-01 |               221 |
| Market Super S.A.          | ORD0104      | 2025-04-13 |               270 |
| Market Super S.A.          | ORD0105      | 2025-04-23 |               260 |
| Market Super S.A.          | ORD0106      | 2025-05-03 |               250 |
| Market Super S.A.          | ORD0162      | 2025-06-02 |               220 |
| Zenon Rutkowski            | ORD0107      | 2025-04-14 |               269 |
| Zenon Rutkowski            | ORD0108      | 2025-04-24 |               259 |
| Zenon Rutkowski            | ORD0109      | 2025-05-04 |               249 |
| Zenon Rutkowski            | ORD0163      | 2025-06-03 |               219 |
| DigitalHouse Sp. z o.o.    | ORD0110      | 2025-04-15 |               268 |
| DigitalHouse Sp. z o.o.    | ORD0111      | 2025-04-25 |               258 |
| DigitalHouse Sp. z o.o.    | ORD0112      | 2025-05-05 |               248 |
| DigitalHouse Sp. z o.o.    | ORD0164      | 2025-06-04 |               218 |
| Julia Olszewska            | ORD0113      | 2025-04-16 |               267 |
| Julia Olszewska            | ORD0114      | 2025-04-26 |               257 |
| Julia Olszewska            | ORD0115      | 2025-05-06 |               247 |
| Julia Olszewska            | ORD0165      | 2025-06-05 |               217 |
| TechPlanet S.A.            | ORD0116      | 2025-04-17 |               266 |
| TechPlanet S.A.            | ORD0117      | 2025-04-27 |               256 |
| TechPlanet S.A.            | ORD0118      | 2025-05-07 |               246 |
| TechPlanet S.A.            | ORD0166      | 2025-06-06 |               216 |
| Patryk Domanski            | ORD0119      | 2025-04-18 |               265 |
| Patryk Domanski            | ORD0120      | 2025-04-28 |               255 |
| Patryk Domanski            | ORD0121      | 2025-05-08 |               245 |
| Patryk Domanski            | ORD0167      | 2025-06-07 |               215 |
| BestJobs Sp. z o.o.        | ORD0122      | 2025-04-19 |               264 |
| BestJobs Sp. z o.o.        | ORD0123      | 2025-04-29 |               254 |
| BestJobs Sp. z o.o.        | ORD0124      | 2025-05-09 |               244 |
| BestJobs Sp. z o.o.        | ORD0168      | 2025-06-08 |               214 |
| Monika Krysztofiak         | ORD0125      | 2025-04-20 |               263 |
| Monika Krysztofiak         | ORD0126      | 2025-04-30 |               253 |
| Monika Krysztofiak         | ORD0127      | 2025-05-10 |               243 |
| Monika Krysztofiak         | ORD0169      | 2025-06-09 |               213 |
| EcoDrive S.A.              | ORD0128      | 2025-04-21 |               262 |
| EcoDrive S.A.              | ORD0129      | 2025-05-01 |               252 |
| EcoDrive S.A.              | ORD0130      | 2025-05-11 |               242 |
| EcoDrive S.A.              | ORD0170      | 2025-06-10 |               212 |
| Marek Chrzanowski          | ORD0131      | 2025-04-22 |               261 |
| Marek Chrzanowski          | ORD0132      | 2025-05-02 |               251 |
| Marek Chrzanowski          | ORD0133      | 2025-05-12 |               241 |
| FoodWay S.A.               | ORD0134      | 2025-04-23 |               260 |
| FoodWay S.A.               | ORD0135      | 2025-05-03 |               250 |
| FoodWay S.A.               | ORD0136      | 2025-05-13 |               240 |
| Natalia Gorska             | ORD0137      | 2025-04-24 |               259 |
| Natalia Gorska             | ORD0138      | 2025-05-04 |               249 |
| Natalia Gorska             | ORD0139      | 2025-05-14 |               239 |
| GardenPro Sp. z o.o.       | ORD0140      | 2025-04-25 |               258 |
| GardenPro Sp. z o.o.       | ORD0141      | 2025-05-05 |               248 |
| GardenPro Sp. z o.o.       | ORD0142      | 2025-05-15 |               238 |
| Pawel Kaczmarek            | ORD0143      | 2025-04-26 |               257 |
| Pawel Kaczmarek            | ORD0144      | 2025-05-06 |               247 |
| Pawel Kaczmarek            | ORD0145      | 2025-05-16 |               237 |
| PaperGroup S.A.            | ORD0146      | 2025-04-27 |               256 |
| PaperGroup S.A.            | ORD0147      | 2025-05-07 |               246 |
| PaperGroup S.A.            | ORD0148      | 2025-05-17 |               236 |
| Joanna Czarnecka           | ORD0149      | 2025-04-28 |               255 |
| Joanna Czarnecka           | ORD0150      | 2025-05-08 |               245 |
| Joanna Czarnecka           | ORD0151      | 2025-05-18 |               235 |
| Fitmarket Sp. z o.o.       | ORD0152      | 2025-04-29 |               254 |
| Fitmarket Sp. z o.o.       | ORD0153      | 2025-05-09 |               244 |
| Fitmarket Sp. z o.o.       | ORD0154      | 2025-05-19 |               234 |
| Tomasz Wojcik              | ORD0155      | 2025-04-30 |               253 |
| Tomasz Wojcik              | ORD0156      | 2025-05-10 |               243 |
| Tomasz Wojcik              | ORD0157      | 2025-05-20 |               233 |
| WebCom S.A.                | ORD0158      | 2025-05-01 |               252 |
| WebCom S.A.                | ORD0159      | 2025-05-11 |               242 |
| WebCom S.A.                | ORD0160      | 2025-05-21 |               232 |
+----------------------------+--------------+------------+-------------------+

+----------+------------+--------------+------------------+
| ORDER_ID | ORDER_DATE | STATUS_NAME  | termin_platnosci |
+----------+------------+--------------+------------------+
|        1 | 2025-01-01 | Nowe         | 2025-01-15       |
|        4 | 2025-03-11 | Nowe         | 2025-03-25       |
|       11 | 2025-01-11 | Nowe         | 2025-01-25       |
|       14 | 2025-01-14 | Nowe         | 2025-01-28       |
|       21 | 2025-01-21 | Nowe         | 2025-02-04       |
|       24 | 2025-01-24 | Nowe         | 2025-02-07       |
|       31 | 2025-02-01 | Nowe         | 2025-02-15       |
|       34 | 2025-02-04 | Nowe         | 2025-02-18       |
|       41 | 2025-02-11 | Nowe         | 2025-02-25       |
|       44 | 2025-02-14 | Nowe         | 2025-02-28       |
|       51 | 2025-02-21 | Nowe         | 2025-03-07       |
|       54 | 2025-02-24 | Nowe         | 2025-03-10       |
|       61 | 2025-03-03 | Nowe         | 2025-03-17       |
|       64 | 2025-03-06 | Nowe         | 2025-03-20       |
|       71 | 2025-03-13 | Nowe         | 2025-03-27       |
|       74 | 2025-03-16 | Nowe         | 2025-03-30       |
|       81 | 2025-03-23 | Nowe         | 2025-04-06       |
|       84 | 2025-03-26 | Nowe         | 2025-04-09       |
|       91 | 2025-04-02 | Nowe         | 2025-04-16       |
|       94 | 2025-04-05 | Nowe         | 2025-04-19       |
|      101 | 2025-04-12 | Nowe         | 2025-04-26       |
|      104 | 2025-04-13 | Nowe         | 2025-04-27       |
|      107 | 2025-04-14 | Nowe         | 2025-04-28       |
|      110 | 2025-04-15 | Nowe         | 2025-04-29       |
|      113 | 2025-04-16 | Nowe         | 2025-04-30       |
|      116 | 2025-04-17 | Nowe         | 2025-05-01       |
|      119 | 2025-04-18 | Nowe         | 2025-05-02       |
|      122 | 2025-04-19 | Nowe         | 2025-05-03       |
|      125 | 2025-04-20 | Nowe         | 2025-05-04       |
|      128 | 2025-04-21 | Nowe         | 2025-05-05       |
|      131 | 2025-04-22 | Nowe         | 2025-05-06       |
|      134 | 2025-04-23 | Nowe         | 2025-05-07       |
|      137 | 2025-04-24 | Nowe         | 2025-05-08       |
|      140 | 2025-04-25 | Nowe         | 2025-05-09       |
|      143 | 2025-04-26 | Nowe         | 2025-05-10       |
|      146 | 2025-04-27 | Nowe         | 2025-05-11       |
|      149 | 2025-04-28 | Nowe         | 2025-05-12       |
|      152 | 2025-04-29 | Nowe         | 2025-05-13       |
|      155 | 2025-04-30 | Nowe         | 2025-05-14       |
|      158 | 2025-05-01 | Nowe         | 2025-05-15       |
|      161 | 2025-06-01 | Nowe         | 2025-06-15       |
|      164 | 2025-06-04 | Nowe         | 2025-06-18       |
|      167 | 2025-06-07 | Nowe         | 2025-06-21       |
|      170 | 2025-06-10 | Nowe         | 2025-06-24       |
|        2 | 2025-01-05 | W realizacji | 2025-01-19       |
|        5 | 2025-04-18 | W realizacji | 2025-05-02       |
|       12 | 2025-01-12 | W realizacji | 2025-01-26       |
|       15 | 2025-01-15 | W realizacji | 2025-01-29       |
|       22 | 2025-01-22 | W realizacji | 2025-02-05       |
|       25 | 2025-01-25 | W realizacji | 2025-02-08       |
|       32 | 2025-02-02 | W realizacji | 2025-02-16       |
|       35 | 2025-02-05 | W realizacji | 2025-02-19       |
|       42 | 2025-02-12 | W realizacji | 2025-02-26       |
|       45 | 2025-02-15 | W realizacji | 2025-03-01       |
|       52 | 2025-02-22 | W realizacji | 2025-03-08       |
|       55 | 2025-02-25 | W realizacji | 2025-03-11       |
|       62 | 2025-03-04 | W realizacji | 2025-03-18       |
|       65 | 2025-03-07 | W realizacji | 2025-03-21       |
|       72 | 2025-03-14 | W realizacji | 2025-03-28       |
|       75 | 2025-03-17 | W realizacji | 2025-03-31       |
|       82 | 2025-03-24 | W realizacji | 2025-04-07       |
|       85 | 2025-03-27 | W realizacji | 2025-04-10       |
|       92 | 2025-04-03 | W realizacji | 2025-04-17       |
|       95 | 2025-04-06 | W realizacji | 2025-04-20       |
|      102 | 2025-04-22 | W realizacji | 2025-05-06       |
|      105 | 2025-04-23 | W realizacji | 2025-05-07       |
|      108 | 2025-04-24 | W realizacji | 2025-05-08       |
|      111 | 2025-04-25 | W realizacji | 2025-05-09       |
|      114 | 2025-04-26 | W realizacji | 2025-05-10       |
|      117 | 2025-04-27 | W realizacji | 2025-05-11       |
|      120 | 2025-04-28 | W realizacji | 2025-05-12       |
|      123 | 2025-04-29 | W realizacji | 2025-05-13       |
|      126 | 2025-04-30 | W realizacji | 2025-05-14       |
|      129 | 2025-05-01 | W realizacji | 2025-05-15       |
|      132 | 2025-05-02 | W realizacji | 2025-05-16       |
|      135 | 2025-05-03 | W realizacji | 2025-05-17       |
|      138 | 2025-05-04 | W realizacji | 2025-05-18       |
|      141 | 2025-05-05 | W realizacji | 2025-05-19       |
|      144 | 2025-05-06 | W realizacji | 2025-05-20       |
|      147 | 2025-05-07 | W realizacji | 2025-05-21       |
|      150 | 2025-05-08 | W realizacji | 2025-05-22       |
|      153 | 2025-05-09 | W realizacji | 2025-05-23       |
|      156 | 2025-05-10 | W realizacji | 2025-05-24       |
|      159 | 2025-05-11 | W realizacji | 2025-05-25       |
|      162 | 2025-06-02 | W realizacji | 2025-06-16       |
|      165 | 2025-06-05 | W realizacji | 2025-06-19       |
|      168 | 2025-06-08 | W realizacji | 2025-06-22       |
|        3 | 2025-02-10 | Zrealizowane | 2025-02-24       |
|        6 | 2025-05-15 | Zrealizowane | 2025-05-29       |
|       13 | 2025-01-13 | Zrealizowane | 2025-01-27       |
|       16 | 2025-01-16 | Zrealizowane | 2025-01-30       |
|       23 | 2025-01-23 | Zrealizowane | 2025-02-06       |
|       26 | 2025-01-26 | Zrealizowane | 2025-02-09       |
|       33 | 2025-02-03 | Zrealizowane | 2025-02-17       |
|       36 | 2025-02-06 | Zrealizowane | 2025-02-20       |
|       43 | 2025-02-13 | Zrealizowane | 2025-02-27       |
|       46 | 2025-02-16 | Zrealizowane | 2025-03-02       |
|       53 | 2025-02-23 | Zrealizowane | 2025-03-09       |
|       56 | 2025-02-26 | Zrealizowane | 2025-03-12       |
|       63 | 2025-03-05 | Zrealizowane | 2025-03-19       |
|       66 | 2025-03-08 | Zrealizowane | 2025-03-22       |
|       73 | 2025-03-15 | Zrealizowane | 2025-03-29       |
|       76 | 2025-03-18 | Zrealizowane | 2025-04-01       |
|       83 | 2025-03-25 | Zrealizowane | 2025-04-08       |
|       86 | 2025-03-28 | Zrealizowane | 2025-04-11       |
|       93 | 2025-04-04 | Zrealizowane | 2025-04-18       |
|       96 | 2025-04-07 | Zrealizowane | 2025-04-21       |
|      103 | 2025-05-02 | Zrealizowane | 2025-05-16       |
|      106 | 2025-05-03 | Zrealizowane | 2025-05-17       |
|      109 | 2025-05-04 | Zrealizowane | 2025-05-18       |
|      112 | 2025-05-05 | Zrealizowane | 2025-05-19       |
|      115 | 2025-05-06 | Zrealizowane | 2025-05-20       |
|      118 | 2025-05-07 | Zrealizowane | 2025-05-21       |
|      121 | 2025-05-08 | Zrealizowane | 2025-05-22       |
|      124 | 2025-05-09 | Zrealizowane | 2025-05-23       |
|      127 | 2025-05-10 | Zrealizowane | 2025-05-24       |
|      130 | 2025-05-11 | Zrealizowane | 2025-05-25       |
|      133 | 2025-05-12 | Zrealizowane | 2025-05-26       |
|      136 | 2025-05-13 | Zrealizowane | 2025-05-27       |
|      139 | 2025-05-14 | Zrealizowane | 2025-05-28       |
|      142 | 2025-05-15 | Zrealizowane | 2025-05-29       |
|      145 | 2025-05-16 | Zrealizowane | 2025-05-30       |
|      148 | 2025-05-17 | Zrealizowane | 2025-05-31       |
|      151 | 2025-05-18 | Zrealizowane | 2025-06-01       |
|      154 | 2025-05-19 | Zrealizowane | 2025-06-02       |
